customer_id,predicted_ite,ite_lower,ite_upper,expected_conv_lift,customer_value,intervention_cost,expected_incremental_revenue,action,confidence,reason,model_version
0,0.1384482427328873,0.1384482427328873,0.1384482427328873,0.1384482427328873,167.53481703853643,25.130222555780463,5.798725253890289,OFFER_DISCOUNT,HIGH,ITE +0.1384 vs break-even +0.1081; expected incremental revenue $+5.80,1.0.0
1,0.098801383664747,0.098801383664747,0.098801383664747,0.098801383664747,224.8394097648797,33.72591146473195,5.553611196783785,NO_ACTION,HIGH,ITE +0.0988 vs break-even +0.1273; expected incremental revenue $+5.55,1.0.0
2,0.0343341823130481,0.0343341823130481,0.0343341823130481,0.0343341823130481,224.8394097648797,33.72591146473195,1.9299193215063766,NO_ACTION,HIGH,ITE +0.0343 vs break-even +0.0996; expected incremental revenue $+1.93,1.0.0
3,0.2905714300449807,0.2905714300449807,0.2905714300449807,0.2905714300449807,63.49884993468085,9.524827490202126,4.612737907932961,OFFER_DISCOUNT,HIGH,ITE +0.2906 vs break-even +0.0923; expected incremental revenue $+4.61,1.0.0
4,0.23111838135253493,0.23111838135253493,0.23111838135253493,0.23111838135253493,260.88194946520423,39.13229241978063,15.073653471122954,OFFER_DISCOUNT,HIGH,ITE +0.2311 vs break-even +0.1477; expected incremental revenue $+15.07,1.0.0
5,0.1656297604083177,0.1656297604083177,0.1656297604083177,0.1656297604083177,111.94385930474097,16.791578895711144,4.635308648956668,OFFER_DISCOUNT,HIGH,ITE +0.1656 vs break-even +0.0913; expected incremental revenue $+4.64,1.0.0
6,0.2864837015688054,0.2864837015688054,0.2864837015688054,0.2864837015688054,59.9037707980687,8.985565619710304,4.290363499040009,OFFER_DISCOUNT,HIGH,ITE +0.2865 vs break-even +0.0920; expected incremental revenue $+4.29,1.0.0
7,0.11544238321986051,0.11544238321986051,0.11544238321986051,0.11544238321986051,527.847366376564,79.1771049564846,15.233989487709353,NO_ACTION,HIGH,ITE +0.1154 vs break-even +0.1627; expected incremental revenue $+15.23,1.0.0
8,0.031672529661351825,0.031672529661351825,0.031672529661351825,0.031672529661351825,125.38447219876969,18.807670829815454,0.9928108536971191,NO_ACTION,HIGH,ITE +0.0317 vs break-even +0.0908; expected incremental revenue $+0.99,1.0.0
9,0.0024623984102514116,0.0024623984102514116,0.0024623984102514116,0.0024623984102514116,623.176910196121,93.47653652941814,0.38362745824307876,NO_ACTION,HIGH,ITE +0.0025 vs break-even +0.1641; expected incremental revenue $+0.38,1.0.0
10,0.02555746173268021,0.02555746173268021,0.02555746173268021,0.02555746173268021,227.15298018054608,34.07294702708191,1.4513633996071433,NO_ACTION,HIGH,ITE +0.0256 vs break-even +0.1411; expected incremental revenue $+1.45,1.0.0
11,0.09650045801876217,0.09650045801876217,0.09650045801876217,0.09650045801876217,224.8394097648797,33.72591146473195,5.42427650574476,NO_ACTION,HIGH,ITE +0.0965 vs break-even +0.1398; expected incremental revenue $+5.42,1.0.0
12,0.036948202501166455,0.036948202501166455,0.036948202501166455,0.036948202501166455,224.8394097648797,33.72591146473195,2.0768530105588794,NO_ACTION,HIGH,ITE +0.0369 vs break-even +0.1188; expected incremental revenue $+2.08,1.0.0
13,0.19069021081910506,0.19069021081910506,0.19069021081910506,0.19069021081910506,20.29458252839134,3.0441873792587013,0.9674945552061678,OFFER_DISCOUNT,HIGH,ITE +0.1907 vs break-even +0.1039; expected incremental revenue $+0.97,1.0.0
14,0.1236740543705865,0.1236740543705865,0.1236740543705865,0.1236740543705865,79.59029458175195,11.938544187262792,2.4608136048686466,OFFER_DISCOUNT,HIGH,ITE +0.1237 vs break-even +0.1066; expected incremental revenue $+2.46,1.0.0
15,0.03197343316975979,0.03197343316975979,0.03197343316975979,0.03197343316975979,197.7218976889679,29.658284653345184,1.5804619704890748,NO_ACTION,HIGH,ITE +0.0320 vs break-even +0.1408; expected incremental revenue $+1.58,1.0.0
16,-0.027365844704102034,-0.027365844704102034,-0.027365844704102034,-0.027365844704102034,307.43270678172445,46.11490601725867,-2.103288927687602,NO_ACTION,HIGH,ITE -0.0274 vs break-even +0.1525; expected incremental revenue $-2.10,1.0.0
17,0.13228160216640306,0.13228160216640306,0.13228160216640306,0.13228160216640306,44.22513885808718,6.633770828713076,1.4625430560448551,OFFER_DISCOUNT,HIGH,ITE +0.1323 vs break-even +0.0773; expected incremental revenue $+1.46,1.0.0
18,-0.029516634250996664,-0.029516634250996664,-0.029516634250996664,-0.029516634250996664,210.9789705618737,31.646845584281053,-1.5568472771816546,NO_ACTION,HIGH,ITE -0.0295 vs break-even +0.1345; expected incremental revenue $-1.56,1.0.0
19,0.22286223679526512,0.22286223679526512,0.22286223679526512,0.22286223679526512,80.63738062828558,12.095607094242837,4.492756754032727,OFFER_DISCOUNT,HIGH,ITE +0.2229 vs break-even +0.0771; expected incremental revenue $+4.49,1.0.0
20,0.10324809898061708,0.10324809898061708,0.10324809898061708,0.10324809898061708,273.4607628723586,41.01911443085379,7.058575978090085,NO_ACTION,HIGH,ITE +0.1032 vs break-even +0.1561; expected incremental revenue $+7.06,1.0.0
21,0.08544349976360094,0.08544349976360094,0.08544349976360094,0.08544349976360094,217.57405881492153,32.63610882223823,4.6475722607296115,NO_ACTION,HIGH,ITE +0.0854 vs break-even +0.1546; expected incremental revenue $+4.65,1.0.0
22,-0.09676566370942094,-0.09676566370942094,-0.09676566370942094,-0.09676566370942094,432.3136827333148,64.84705240999722,-10.45828011008831,NO_ACTION,HIGH,ITE -0.0968 vs break-even +0.1589; expected incremental revenue $-10.46,1.0.0
23,0.017768319605371532,0.017768319605371532,0.017768319605371532,0.017768319605371532,578.327685042921,86.74915275643814,2.568977786119316,NO_ACTION,HIGH,ITE +0.0178 vs break-even +0.1695; expected incremental revenue $+2.57,1.0.0
24,-0.08383660920462688,-0.08383660920462688,-0.08383660920462688,-0.08383660920462688,334.6519074434977,50.197786116524654,-7.01402029598087,NO_ACTION,HIGH,ITE -0.0838 vs break-even +0.1522; expected incremental revenue $-7.01,1.0.0
25,-0.017187452458863668,-0.017187452458863668,-0.017187452458863668,-0.017187452458863668,480.27277804119404,72.0409167061791,-2.0636663849673513,NO_ACTION,HIGH,ITE -0.0172 vs break-even +0.1857; expected incremental revenue $-2.06,1.0.0
26,0.08998025160186068,0.08998025160186068,0.08998025160186068,0.08998025160186068,161.53014339717083,24.229521509575623,3.6336307360405167,NO_ACTION,HIGH,ITE +0.0900 vs break-even +0.1201; expected incremental revenue $+3.63,1.0.0
27,-0.1732056455376087,-0.1732056455376087,-0.1732056455376087,-0.1732056455376087,1153.798119196705,173.06971787950576,-49.96108701388602,NO_ACTION,HIGH,ITE -0.1732 vs break-even +0.1888; expected incremental revenue $-49.96,1.0.0
28,0.13674720365941323,0.13674720365941323,0.13674720365941323,0.13674720365941323,73.92586843283362,11.088880264925043,2.5272889465709216,OFFER_DISCOUNT,HIGH,ITE +0.1367 vs break-even +0.1000; expected incremental revenue $+2.53,1.0.0
29,0.14340442587235938,0.14340442587235938,0.14340442587235938,0.14340442587235938,137.69206790251204,20.653810185376805,4.936412986184416,OFFER_DISCOUNT,HIGH,ITE +0.1434 vs break-even +0.1168; expected incremental revenue $+4.94,1.0.0
30,-0.08656163413072707,-0.08656163413072707,-0.08656163413072707,-0.08656163413072707,498.3101749836905,74.74652624755358,-10.7836357626392,NO_ACTION,HIGH,ITE -0.0866 vs break-even +0.1502; expected incremental revenue $-10.78,1.0.0
31,0.015881089412315162,0.015881089412315162,0.015881089412315162,0.015881089412315162,435.9158300528388,65.38737450792583,1.7307045683281785,NO_ACTION,HIGH,ITE +0.0159 vs break-even +0.1439; expected incremental revenue $+1.73,1.0.0
32,0.28380519474978266,0.28380519474978266,0.28380519474978266,0.28380519474978266,224.8394097648797,33.72591146473195,15.952648118936967,OFFER_DISCOUNT,HIGH,ITE +0.2838 vs break-even +0.1367; expected incremental revenue $+15.95,1.0.0
